"product_name","star","price","classification","website","distinction","description"
"Larb Ubol","","Under 25 USD","Comfortable","http://www.larbubol.com","Bib Gourmand • Inspectors’ favourites for good value","The larb here really is good enough to be the restaurant's namesake as these spicy, crunchy, salty and herb-y salads sing with flavor. Yet Larb Ubol does much more with equal skill: the sheer size of their massive chicken wings defy nature, yielding enough crisp-skinned and chili-coated meat to satisfy any appetite. Yum moo krob mixes impossibly tender pork with abundant green chilies in a fish sauce dressing for a brilliant counterpoint in flavor; while kai jeow, a Thai-style omelet, is an unexpectedly comforting dish that highlights excellent technique. There may be a choice of three fillings, but the pickled garlic can't be beat. The space itself is no more than basic; the location is, well, meh. Service is friendly, though not necessarily speedy."
"Lakruwana","","Under 25 USD","Comfortable","http://www.lakruwana.com","The Plate • Fresh ingredients, carefully prepared: a good meal","Prepare for a sensory overload the moment you set foot into Lakruwana-the Sri Lankan hot spot is covered from floor-to-ceiling in murals, sculptures, flags, and more. The bright kaleidoscope of textures and colors is a welcome sight in an otherwise downtrodden part of the borough, as is the energetic owner who drifts from table to table. Those familiar with Indian food will love Lakruwana's abundance of curries, green chili-spiked kuttu roti, as well as refreshingly salty-and-sour lassi. But their flavorful fare is considerably spicier, packing heat into everything from fiery red chili lunu miris chutney to deviled chicken. Loaded with ginger and garlic, this stellar tomato-based chicken specialty comes with cooling raita and tangy vegetable curry."
"Land of Plenty","","25 - 50 USD","Quite comfortable","http://www.landofplenty58.com","Bib Gourmand • Inspectors’ favourites for good value","Why do they call it Land of Plenty? Perhaps it's because of the abundant flavors in Chongqing noodles puddled in a chili oil broth with ground pork, peanuts and sesame seeds; or bean curd bathed in...yes...more chili oil with toasted peanuts and Sichuan peppercorns. Then imagine green snow pea sprouts dusted with salt and garlic, or pork dumplings swimming in a soy- peanut- and chili-bath that's spicy, sweet and salty at once. And know that these are just a few of the plentiful reasons. Though the focus here is definitely the food, this fiery haven feels more elegant than the other Sichuan spots in midtown. Tucked into a sleek, subterranean space, the décor features marble floors and mosaic-tile walls. A professional service staff helps further set the tone."
"La Vara","One  Star","25 - 50 USD","Quite comfortable","http://www.lavarany.com","One Star • High quality cooking, worth a stop","Chef Alex Raij knows her tapas. She helped kickstart the craze in Manhattan when she opened her beloved Tía Pol years ago. From there, she moved on to the equally popular El Quinto Pino. And in 2012, she brought her beloved style to Brooklyn via La Vara, which she co-owns with her husband, Eder Montero. It’s been a hit since day one. La Vara bills itself as “cocina casera” or home cooking, but this tapas den elevates the humble cuisine to such impressive levels that it’s well worth the cab trip for non-Brooklynites. Product quality is excellent, and the playful spirit at work in the lineup of cold and hot small plates is the definition of creative cooking. Think crunchy fried sea anemone served in a chilled purée of almonds, bread, and garlic, drizzled with huitlacoche oil; or tender rabbit loin puddled in delicious sweet onion vinaigrette. Tucked into a charming brownstone-lined enclave of Cobble Hill, this small, slender space is chic and cozy, with red brick walls and a little white marble counter lined with glossy, high-backed chairs. A curved tan leather booth and small white tables dot the room. It's an atmosphere meant to put you at ease, with a menu guaranteed to wow."
"La Sirena","One  Star","50 - 75 USD","Very comfortable","http://www.lasirena-nyc.com","One Star • High quality cooking, worth a stop","Here come empire-builders Chef Mario Batali and partner Joe Bastianich to rev up the Chelsea scene even further with this revamped Maritime Hotel dining room. La Sirena is anchored by a pretty lounge, where the custom mosaic-tiled floor endures a nightly stampede of stilettos; a wall of glass overlooking an expansive patio allows the sunset to glint off the bar. Having honed his skills at Casa Mono, Chef Anthony Sasso displays his tapas expertise at this gleaming bar, featuring a separate menu devoted solely to these small plates as well as a unique selection of Spanish wines. But for proper dining, seek out the cached dining rooms where sleek leather furnishings and fine service offer hushed comfort. Pastas like lasagne al pesto e patate or tonnarelli neri with seafood are a highlight and best enjoyed as the bis portion, split between you and your guest. Then panelle, mint, and pomegranate molasses combine for a Sicilian-inspired backdrop to succulent lamb chops. When asked if you would like bread, your answer should be enthusiastically affirmative-the freshly baked semolina rolls are fabulous. Campari-soaked babà is an unconventional but delightful pastry nicely paired with basil gelato."
"La Morada","","Under 25 USD","Comfortable","http://www.lamoradanyc.com","Bib Gourmand • Inspectors’ favourites for good value","Tucked among the many Willis Avenue bodegas, this sweet spot stands out for its authentic Oaxacan food. It's a homey, no frills sort of place that welcomes everyone, and the owner loves to chat about the traditions behind this region's cooking-or history or art as evidenced by the impromptu lending library that has emerged in the comfy back seating area. This part of Mexico is known for its incredible moles, so sample a wonderfully complex red pumpkin seed version (pipián rojo de pepitas) with pork spare ribs. Another, the glossy mole Oaxaqueño, arrives fragrant with cloves, tomatillos, plantains, peanuts and chocolate, served over chicken. Don't miss the wildly fresh tamales either, filled with silky chicken, spices and covered with a rich tomatillo sauce."
"La Grenouille","","Over 75 USD","Very comfortable. Our most delightful places","http://www.la-grenouille.com","The Plate • Fresh ingredients, carefully prepared: a good meal","La Grenouille is a bastion of old-world glamor and manners with an exorbitant budget for floral arrangements. Although this storied enclave still attracts a devoted following, there's always room for local newbies and blinged-out tourists. Everyone looks good in this lavish space, where red velvet banquettes, polished wood veneer, and softly lit tables bathe the room with rose and apricot hues. Classic and classy, this French cuisine deserves high praise. Delicate ravioli is stuffed with chopped lobster hinting of tarragon and dressed with creamy, tart beurre blanc; an exquisitely tender-seared beef filet arrives with pommes Darphin and a lick of perfect sauce au poivre; and for dessert, the île flottante is heaven under a cloud of spun caramel."
"La Esquina","","25 - 50 USD","Comfortable","http://www.esquinanyc.com","The Plate • Fresh ingredients, carefully prepared: a good meal","When La Esquina opened it was a breath of bright air, offering enjoyably fresh cuisine that stood tall among the paltry selection of Manhattan Mexican. Thankfully, the city's south-of-the-border dining scene has evolved since then. However, this idol remains a fun and worthy option. More playground than restaurant, the multi-faceted setting takes up an iconic downtown corner and draws a hip crowd to its grab and go taqueria, 30-seat café, and subterranean dining room-cum-bar. The spirit here is alive and kicking, with classic renditions of tortilla soup; mole negro enchiladas filled with excellently seasoned chicken; as well as carne asada starring black Angus sirloin with mojo de ajo. A baby sib in Brooklyn continues to thrive thanks to its retro vibe."
"L'Appart","One  Star","Over 75 USD","Quite comfortable. Our most delightful places","http://www.lappartnyc.com","One Star • High quality cooking, worth a stop","Secreted within Le District is this little French jewel designed to resemble a Parisian apartment—hence its name. In fact, a meal at the charming L'Appart feels less like coming to a restaurant and more like attending a dinner party, albeit one with potentially 28 guests. Thus, you’re handed a drink as soon as you walk through the doors and are thereafter introduced to the affable chef, Nicolas Abello. At this point you’ll realize it’s worth making the effort to buy into the whole conceit; otherwise the inherent awkwardness of the whole situation could make you want to run for the hills. It helps that the service staff here is genuinely warm and eager to please. From then on, things settle down into a more recognizable format. Their set menu kicks off with ""Nico's snacks"" that are artistic little creations to get your tastebuds warmed up. These could include a succulent mouthful of brandade or a crisp cone of creamy ricotta and sweet fig. Then it's into the lineup of French dishes made using all manner of modern techniques; flavors are well-defined and marry well, and the dishes are unapologetically rich-in this apartment ""cream"" is certainly not a dirty word."
"L'Artusi","","25 - 50 USD","Quite comfortable","http://www.lartusi.com","The Plate • Fresh ingredients, carefully prepared: a good meal","This polished, airy West Village charmer is a magnet for beautiful people-or maybe it's just that everyone looks gorgeous in L'Artusi's romantically lit room, divvied up into three dining options and a quiet mezzanine, alongside its more traditional dining area. A semi-open kitchen, polished and gleaming with stainless steel, pushes out wickedly good Italian dishes like tender potato gnocchi in a rabbit cacciatore, laced with garlic, sweet tomato, rosemary and sage; or perfectly charred octopus paired with creamy potatoes, spiked with chilies, olives and savory pancetta. Polish that off with a drink from their generous list of aperitivi or fantastic selection of wines by the glass, and you'll be feeling quite beautiful yourself by dinner's end."
"Suzuki","","Over 75 USD","Quite comfortable. Our most delightful places","http://www.suzukinyc.com","The Plate • Fresh ingredients, carefully prepared: a good meal","In typical Japanese fashion, Suzuki nails minimalist chic. The simple elegance doesn't end with its high design. Also noticeably uncluttered is the dining room, so if you're looking for a ""scene,"" venture elsewhere. The carte here spins to the season and is a study in fine-dining. Artful creations include a vegetarian variety, but those in the know may pass on that menu, order Chef Takashi Yamamoto's version of kaiseki, and let him show off his skills. Wanmori impresses with its exceptional consommé and delicate dumpling; top-quality sashimi is nicely plated; and baby ayu tempura elevates the Saikyo miso-marinated grilled rainbow trout. Kurobuta pork belly served Yamato-style with eggplant and red paprika is delicious despite its less-than-dazzling appearance."
"Sutton Inn","","50 - 75 USD","Quite comfortable","http://www.suttoninnrestaurant.com","The Plate • Fresh ingredients, carefully prepared: a good meal","This charming American bistro flies a bit under the radar, but has all the things you'd want in a neighborhood restaurant. It's exceptionally quaint and cozy; the guests are friendly and often local; and the vibe is perfectly laid-back. And while the space is decidedly unflashy, the refined dishes showcase a delicious interplay between quality ingredients and the notable talents of the kitchen. Kick things off with a mouthwatering bowl of chilled corn soup, served sweet and creamy and garnished with roasted poblano peppers, Gouda, pico de gallo, and fresh cilantro. Then move on to a lovely fillet of bluefish, roasted to crispy-outside-and-tender-inside perfection, and served over nutty wild rice with snap pea slivers and a mild green curry emulsion."
"SushiAnn","","25 - 50 USD","Quite comfortable","http://www.sushiann.net","The Plate • Fresh ingredients, carefully prepared: a good meal","Step through the serene, bamboo-filled entrance and into this dedicated sushi den. The mood is respectfully formal yet friendly, thanks to the focused kitchen staff who are happily interacting with guests. Just arrive with a sense of what (and how much) you'd like to eat and insist upon the omakase. Let the day's catch dictate your meal and take a seat at the counter, where only the glassed-in display of fish and mollusks separates you from this team of skilled, disciplined chefs. The omakase may be wildly varied depending on the day (and your chef), but high standards are always maintained and each morsel is treated with integrity. A final sashimi course may reveal a glistening array of mild giant clam, firm tai, and tuna that melts in the mouth."
"Sushi Zo","One  Star","Over 75 USD","Quite comfortable","http://www.sushizo.us","One Star • High quality cooking, worth a stop","This LA import has sushi that rivals the best in New York but is served with a laid-back vibe that is a welcomed change of pace. Sushi Zo is nonetheless ambitious, serving superlative fish and seafood that is pristine, delicious, and well beyond reproach. The petite space is serene and showcases a particularly lovely mix of blonde wood and exposed brick, decorated with little more than birch branches. Their nightly omakase menu has only two turns at the counter as well as the handful of tables, so plan well in advance if you want to approach this multi-course feast. Begin with a plump Kumamoto oyster served with a slightly sweet ponzu sauce and lime zest in the company of spectacular sashimi. Their exquisite nigiri-with bright flavors and skilled torch work-is sure to be the highlight of your meal thanks to halibut with lemon and sea salt, belt fish with wasabi, and shima aji with yuzu juice. Each long slice of perfectly fresh fish drapes off the delicate shari; those generous proportions belie Sushi Zo's origins as a California-based sushi-ya that is unafraid to flout tradition. Finish with a delicate and palate-cleansing fish-bone consommé and sphere of house mochi."
"Sushi Yasuda","One  Star","Over 75 USD","Quite comfortable","http://www.sushiyasuda.com","One Star • High quality cooking, worth a stop","There is a Spartan appearance to this sushi temple, where honey-toned bamboo slats are by far the warmest feature. Reservations require confirmation and punctuality, but to sushi-loving diehards, this is just the cost of admission. Avoid the tables packed with suits (this is midtown, after all) and request a seat at the sleek counter—it’s where the magic happens. Your experience here depends entirely on the soft-spoken, attentive, and very focused itamae working before you, as his signature style will guide your meal. Their mission is to ensure that each diner receives a wide variety of fish that has just been cut, formed and dressed moments before it is eaten. The kitchen lives up to its hype by ignoring new wave trends in favor of serving classically assembled and spectacularly fresh sushi. Every item is handled with the utmost care, especially the progression of sashimi highlighting the ample textures of mackerel, tuna, and salmon. Outstanding clams and scallops are seasoned with a touch of lemon and sea salt flakes to enhance their natural taste; while nigiri featuring Maine and Japanese uni tastings underscore the subtle differences in flavor."
"Sushi Yasaka","","25 - 50 USD","Comfortable","http://www.sushiyasaka.com","The Plate • Fresh ingredients, carefully prepared: a good meal","There are no decorative distractions at this efficient if spare sushi-ya located a few steps below street level. The simple space offers three rows of tables, unadorned white walls, a well-lit counter in the rear, and is warmed-up by enthusiastic servers. Devoted customers know the draw here is not atmosphere, but the quality and excellent value omakase. Fish can be surprisingly luscious, especially the salmon, which has a remarkably clean finish and great salty note. The medium fatty tuna needs nothing more than a kiss of soy sauce. A 12-course omakase might also include giant clam, uni, sea eel, fluke, smelt roe, and for dessert, tamago. The kanto soba is excellent too, with a rich soy-bonito broth brimming with scallions, seaweed, and a fish cake."
"Sushi of Gari","","Over 75 USD","Comfortable","http://www.sushiofgari.com","The Plate • Fresh ingredients, carefully prepared: a good meal","There is a great deal that appears simple here, but there is much more that is not. The room, itself, is a minimally decorated space of pale wood, bright lights, and a few ikebana arrangements that it almost feels sterile. However, few seem to take note. It is no secret that when you make a reservation here, request the counter and go for the omakase, because precise plating, skilled knife work, and renowned sushi is where everyone's attention remains. The kitchen's skill shines with dishes that showcase their unique creativity. Signature dishes include lean, ruby-red slices of tuna wrapped around creamy tofu dressed with spicy sesame oil, or salmon nigiri with piping hot sautéed tomato. Dining here requires advance planning, but they also offer takeout."
"Sushi Nakazawa","","Over 75 USD","Quite comfortable","http://www.sushinakazawa.com","The Plate • Fresh ingredients, carefully prepared: a good meal","Sushi lovers can breathe a sigh of relief-after an oh-so-brief closing, beloved Sushi Nakazawa has emerged sexier, more spacious and more delicious than ever. Even better? It's much easier to ""score"" a seat now. Updates include an elegant new lounge where a limited selection of sushi is served à la carte, accompanied by some inventive spins on their extensive wine, beer and sake list. Whether you land in the main dining room or the lounge, the gorgeous fish on offer is of outstanding quality. Indulge in a truly luxurious flight of creamy uni hailing from Maine, Santa Barbara, and Hokkaido; scallop spiked with bold, bright citrusy notes and wrapped in excellent nori; or a perfectly restrained slice of Atlantic bluefin, barely kissed with soy sauce."
"Sushi Katsuei","","25 - 50 USD","Comfortable","http://www.sushikatsuei.com","The Plate • Fresh ingredients, carefully prepared: a good meal","Sushi Katsuei does Park Slope proud with some of the borough's best sushi, expertly seasoned and sliced. In fact, this Brooklyn spot is now staking its claim in Manhattan with an outpost in the West Village. Populated with locals and their kids, the mood is upbeat and warm, as regulars crowd the counter for the best seats. The chefs know their stuff and they showcase quality fish, but the menu is equally well suited to those who just want a spicy tuna roll or a cooked dish. Stray from the pedestrian and surrender to the omakase, where you will be rewarded with a parade of remarkably fresh sushi and sashimi. Tempura dishes are just as enticing, especially the naturally sweet roasted pumpkin. The prices are fantastic for such high quality food."
"Sushi Ishikawa","","Over 75 USD","Quite comfortable","http://www.ishikawanyc.com","The Plate • Fresh ingredients, carefully prepared: a good meal","After honing his skills at the New York outpost of O Ya, Chef Don Pham has made his way to this quiet residential stretch of the Upper East Side, where he delivers a profoundly solid and wallet-friendly omakase each night. The new space is minimalist and very pleasant, largely thanks to the chef's charming presence, as he informs counter guests of the provenance of each morsel of fish-most often sourced from Japan. Meals arrive primarily as a parade of nigiri, presented one piece at a time on a ceramic slab with chopped bits of pickled ginger. Highlights may reveal torched barracuda or shima-aji with a spicy dab of chilies. That procession may be broken up with delicious small plates, such as smoked bonito with shaved summer truffles and ponzu sauce."
"Sushi Inoue","One  Star","Over 75 USD","Quite comfortable","http://www.sushiinoue.com","One Star • High quality cooking, worth a stop","For truly outstanding sushi, head to the heart of Harlem, where Chef Shinichi Inoue—formerly of Sushi Azabu—presides over this discreet and unexpected addition to the neighborhood. Inside the small establishment, bamboo blinds obscuring the scene outside, combined with hushed and genuine hospitality produce a sense of calm and refinement. The Nagasaki-born chef works behind a display of sparkling fillets and a dark counter arranged with 14 washi placemats and sets of lacquered chopsticks. It is here that a concise list of omakase options is prepared increasing in price with the additions of tempura, sashimi and an uni tasting. Chef Inoue personally looks after every detail of the meal-from the blended soy sauce to the house miso recipe. Pickled ginger placed on your tray ushers in the expertly crafted nigiri, and while the grated wasabi root that sparks most pieces can be a bit aggressive at times, the procession is rather delightful. Highlights include a bite of buttery shima aji from Kyushu island; shiro ika dressed with salt and sudachi; soy-marinated tuna with mustard and toasted sesame seeds; and fatty tuna from Boston-one of the rare pieces not from Japanese waters."
"Sushi Ginza Onodera","Two  Stars","Over 75 USD","Very comfortable","https://onodera-group.com/en/","Two Stars • Excellent cooking, worth a detour","Japanese cuisine is often prone to reinterpretation so traditionalists, albeit fiscally unencumbered ones, will like this Edomae sushi restaurant. It certainly looks quite grand in its midtown spot—a location that makes sense as Fifth Avenue and Ginza are pretty similar places. The restaurant is also impressive inside, thanks largely to the 16 seater L-shaped cypress counter that’s the focus of the room. The only real decision you need to make is how many pieces of nigiri you want. Once you’ve done that and chosen some sake, sit back and watch the chefs make each one with quick, deft movements before placing them individually in front of you. Much of the fish is flown in from Tokyo’s Tsukiji market while the white rice is from Niigata Prefecture and is seasoned with two types of red vinegar, hence its dark hue. It’s cooked firm, so that each grain is clearly discernible in the mouth—a feature of great sushi. The nigiri follows the traditional path of starting with lighter fish and progressing through to stronger flavors, with each piece lightly brushed with nikiri. Highlights include salmon roe, succulent aji (horse mackerel) and squid, which comes dressed with a little Hokkaido uni."
"Sushi Dojo","","50 - 75 USD","Comfortable","http://www.sushidojonyc.com","The Plate • Fresh ingredients, carefully prepared: a good meal","Sushi Dojo is a snug den where the 14-seat counter and smattering of tables stay decidedly packed with Japanese food hunters-in-the-know. In fact, this minimally decorated space still feels a bit cult-like, with diners waiting patiently outside for a chance just to sample the goods. The chef's choice menu is highly recommended, offering great value for this level of skill and quality. With much of it ariving straight from Japan, the fish is pristine and ultra-seasonal. Counter customers are locked into the omakase (and won't regret it), but diners can also opt for à la carte. Either way, expect the likes of red snapper, fried shrimp head, yellowtail from Australia, blue fin from Greece, buttery Hokkaido scallop, and even a dollop of creamy uni."
"Sushi Daizen","","Over 75 USD","Quite comfortable","http://www.sushidaizen.com","The Plate • Fresh ingredients, carefully prepared: a good meal","The staff is upbeat, and the room is attractively minimal in design, but what really stands out here is the adoration of this little sushi-ya’s devoted clientele. The mood is light and engaging as everyone digs into their omakase, with options to add sashimi or a small list of à la carte pieces. Start your meal with a cool appetizer of enoki mushrooms in soy and dashi broth, or crisp green beans over creamy tofu. A knob of pickled ginger freshly sliced before your eyes signals the beginning of your sushi course, a progression of neatly trimmed, hand-formed morsels of fish. Highlights include excellent poached tiger shrimp, Santa Barbara sea urchin, and kawa kawa from Japan. A fatty tuna hand roll at the end of your meal serves a perfect finale."
"Sushi Amane","One  Star","Over 75 USD","Quite comfortable","http://www.mifune-restaurant.com","One Star • High quality cooking, worth a stop","Straight from his work at Tokyo's revered Sushi Saito, Chef Shion Uino has arrived in New York to bring a rare level of skill and experience to Sushi Amane. Do not be misled by the chef’s young age—he began his sushi training at 18, which makes him an old timer compared to this cool and serene newcomer of a restaurant. The handful of tables offer pleasant seating for groups, but the eight-seat sushi counter is the place to sit, right in view of a workspace displaying grated wasabi root and that night’s selection from the sea. The chef’s expert trimming and slicing is only interrupted by an assistant occasionally replenishing warm bowls of vinegar-seasoned rice. Cooked bites such as steamed abalone or a clam consommé that tastes of the ocean may be lovely diversions, but the tasting of Hokkaido and Kyushu uni is otherworldly. Still, the real point of dining here is the sushi. Each morsel is beautifully crafted and neither receives nor requires much embellishment. The procession of astoundingly fresh fish may move from gently scored flounder or ruby-red Bluefin tuna to carefully prepared squid and much more. Meals end on a high note with a unique take on tamago that is dense, custardy, and sweet."
"Supper","","25 - 50 USD","Quite comfortable","http://www.supperrestaurant.com","Bib Gourmand • Inspectors’ favourites for good value","This is the kind of fuss-free Italian cooking that true New Yorkers keep in regular rotation. The dark, quirky interior spreads across multiple rooms for a relaxed setting. There is no better salvo to this style of dining than their complimentary beans soaked in olive oil with chilies, garlic, and parsley. Follow with thick, shareable portions of bruschetta, slathered with chicken liver and bits of sea salt. Their ""extraordinary platter of vegetables"" is just that, and serves as a reminder that few cuisines can work such wonders with roasted fennel, sautéed escarole, grilled asparagus, and more. Veal Milanese is just as delicious as those fancy midtown joints, but half the price. The adjacent wine bar is a worthy stop to sip from an incredible list."
"Spotted Pig","","50 - 75 USD","Comfortable","http://www.thespottedpig.com","Bib Gourmand • Inspectors’ favourites for good value","It's impossible to tell if the famously talented April Bloomfield ever imagined the massive draw her restaurant would have, but years ago, when Spotted Pig sashayed its way into the West Village, NY'ers were more than ready to fall in love with the gastropub. However, it is the cooking that has been the main draw here-even if you are teetering on a wooden stool or knocking elbows with pencil-thin hipsters in this cozy, bi-level space. Outstanding staples like burgers, pan-seared mackerel, or gnudi-ricotta ""gnocchi"" laced with brown butter, sage and parmesan-have a cultish following; while creamy burrata spread on sourdough with fava and mint, as well as a perfectly roasted poussin served with Sherry vinegar and grilled ramps are favorites for good reason."
"Sunday in Brooklyn","","50 - 75 USD","Quite comfortable","http://www.sundayinbrooklyn.com","The Plate • Fresh ingredients, carefully prepared: a good meal","With all due respect to Monday through Saturday, the best day may be Sunday in Brooklyn. That is if grooving to old-school hip hop with a well-made cocktail in one hand and freshly baked sourdough slathered with beer butter in another is your kind of thing. This café is free of that formulaic hipster décor and instead flaunts a rustic Med villa-meets-ski cabin look. Those warm, gooey sticky buns are sinfully delicious and no one skips the breads. The kitchen also deserves praise for brunch, which is on everyone's mind. However, it's far from the only game here, where the chef curries favor with diners all day long. A $4 Dark and Stormy can be a fine tonic against inclement weather. Don't miss the market for goodies like smoked fish and irresistible pastries."
"Sottocasa","","25 - 50 USD","Comfortable","http://www.sottocasanyc.com","Bib Gourmand • Inspectors’ favourites for good value","Located just below street level on frenetic Atlantic Avenue, a nondescript façade holds a quiet den of serious Neapolitan pizza magic. Enter and you'll find a simple, narrow, wood-paneled room with whitewashed brick walls; a little bar showcasing a handful of wines; an enormous, two-ton clay oven (imported directly from Naples); and a little patio out back for alfresco dining. The mood is decidedly relaxed, and while there are delicious salads, antipasti, and desserts to be tried at Sottocasa, the name of the game here is undoubtedly their wickedly good pizza, served folded, bianche or rosse (with-hurrah!-a gluten-free option as well). Regulars adore the Diavola pie, which comes laced with excellent mozzarella, fresh basil, black olives, and hot sopressata."
"Speedy Romeo","","25 - 50 USD","Comfortable","http://www.speedyromeo.com","Bib Gourmand • Inspectors’ favourites for good value","Named for a racehorse and just as focused and quick, Speedy Romeo is in for a successful run. Part tavern, part roadside grill, its kitschy décor and modern touches transform this former automotive shop into a surprisingly attractive spot. The owner benefited from years at Jean-Georges' empire, and that intelligence and experience is conveyed through the smart accents and whimsical menu that begins with Italian ingredients. Look to the wood-burning oven for smoky, meaty artichoke halves topped with lemon aïoli, sourdough crumbs, mint, and peppery arugula. Take a chance on the non-traditional but utterly fantastic pizza combinations, such as the St. Louis, layering a proper crust with meats, pickled chillies, and Midwestern Provel cheese."
"Somtum Der","","25 - 50 USD","Comfortable","http://www.somtumder.com","Bib Gourmand • Inspectors’ favourites for good value","Tucked along the fringes of Alphabet City, a little taste of authentic Isaan Thai awaits. Originally based out of Bangkok, the New York outpost of Somtum Der offers a cozy little enclave for the East Village set, stylishly accented with bright pops of red, and a welcome glimpse of the kitchen's somtum station. There, you'll spy large glass jars of peanuts, dried red chilies, and spices-the contents of which are ground by mortar and pestle to produce what some claim is the city's best green papaya salad. Order big here, for the portions aren't massive and the food is so terrific you'll inevitably want more. The kitchen is happy to kick things up a notch, spice-wise, but you'll need to request the hotter end of the spectrum for greater authenticity."
"Soba-Ya","","Under 25 USD","Comfortable","http://www.sobaya-nyc.com","Bib Gourmand • Inspectors’ favourites for good value","There's a ton of Japanese restaurants that line this stretch of the East Village, so why Soba-Ya? Why not Soba-Ya, its ultra-dedicated patrons would argue-for the buckwheat soba as well as the hearty udon on tap here are consistently off-the-charts good. Co-owner and mini-mogul, Bon Yagi, favors authenticity over flash in his establishments. And here he employs that traditional aesthetic to sweet perfection; along with a graceful, but simply appointed dining space; and quiet, well-timed service. A meal might begin with uni and grated mountain yam, kissed with wasabi and crispy, toasted nori. Then transition to a seasonal noodle dish like warm soba mingled with plump, pickled oysters, mountain yam, cilantro and tempura root vegetables."
"Soba Totto","","25 - 50 USD","Quite comfortable","http://www.sobatotto.com","The Plate • Fresh ingredients, carefully prepared: a good meal","It's a jam-packed lunchtime operation here at Soba Totto, where business folks gather and quickly fill the popular space. As the name suggests, everyone arrives in droves for the tasty homemade soba. Dinnertime brings a mellower vibe, and a crowd of beer- and sake-sipping patrons ordering tasty plates of spicy fried chicken and yakitori galore. Midday features several varieties of lunch sets. Tasty appetizers may unveil a salad of assorted pickles and simmered daikon in a sweet ginger dressing. Skip over the fried seafood in favor of the soba totto gozen set, which includes the wonderful noodles in fragrant dashi; or try one of the many delicious dons topped with tasty tidbits like sea urchin and salmon roe or soy-marinated tuna, grated yam, and egg."
"Sip Sak","","25 - 50 USD","Quite comfortable","http://www.sip-sak.com","Bib Gourmand • Inspectors’ favourites for good value","Tucked inside a charming, bistro-like setting with pressed-tin ceilings and cool white marble-top tables, this neighborhood favorite just keeps getting better with age. Owner Orhan Yegen runs a tight ship, directing his staff and kitchen as they entice diners with a meze of citrusy olives, delicious hummus, garlicky cacik, and creamy tarama. Kick things off with a starter of plump shrimp cooked in a downright addictive garlic and parsley sauce; or tuck into an equally earthy Greek salad with a Turkish twist featuring pickled cabbage, crumbled feta, and a poached artichoke heart filled with dilled fava beans. For dinner, skip the seafood and opt for fragrant and hearty lamb meatballs, served over rice pilaf with a grilled tomato and pile of mixed greens."
"Shuko","","Over 75 USD","Quite comfortable","http://www.shukonyc.com","The Plate • Fresh ingredients, carefully prepared: a good meal","Jimmy Lau and Nick Kim, both Masa alumni, have created a high-end sushi bar for a young and eager crowd. They’ve nailed the ultra-discreet façade—anyone who’s eaten out in Tokyo will know the feeling of walking past a place a couple of times before finding its door. The centerpiece of the windowless room is the three-sided counter fashioned out of white ash—it’s a thing of beauty which you’ll find unable to resist stroking every now and again. Drinks aside, you have just one choice to make-to have the omakase or the marginally more expensive kaiseki. Even for Edomae-style sushi, the size is quite diminutive, with the best pieces being those that push a little at the boundaries. The rice could be better but there's no doubting the quality of the fish."
"Schilling","","50 - 75 USD","Comfortable","http://www.schillingnyc.com","The Plate • Fresh ingredients, carefully prepared: a good meal","If anyone's willing to set up shop in unlikely places, it's the talented Eduard Frauneder, who has quietly tucked his newest creation into the Financial District. The 70-seat restaurant, designed by Florian Altenburg, features a striking glass-panel garage door and sleek interior with exposed barn wood and steel columns that make use of the building's original features. In the back, a U-shaped bar pours some terrific Viennese-inspired cocktails. At Schilling, Frauneder's contemporary take on Austrian cooking hints at sunnier climes, as in wild mushroom ravioli with sorrel sauce, baby shiitake, and courgette fondant. Don't miss tender, perfectly braised lamb shoulder set over pistachio crumble, couscous, harissa, and zippy mustard greens to cut the richness."
"Secchu Yokota","","50 - 75 USD","Comfortable","http://www.secchuyokota.com","The Plate • Fresh ingredients, carefully prepared: a good meal","New York may be a hotbed of great Japanese food, but Secchu Yokota adds a bit of frill and fun to the dining scene with its very personal take on tempura. The diminutive room feels warm, as the handful of guests are seated directly in front of the working chefs and fully open kitchen. The traditional omakase moves through courses that highlight the chef's training in both Eastern and Western kitchens. To begin, an appetizer may showcase French technique in a sublime English pea soup with jalapeño oil and fennel. Japanese tradition guides the preparation of each delicately fried morsel of seasonal tempura, from shrimp to mushroom caps. Wonderful layers of flavor twirl through the green tea soba noodles with duck breast, finished tableside with a cool dashi."
"Sevilla","","25 - 50 USD","Comfortable","http://www.sevillarestaurantandbar.com","The Plate • Fresh ingredients, carefully prepared: a good meal","Yellowed menus that haven't changed in decades make this old-school Spanish stalwart seem like a relic. Still, no one comes here to be surprised. Rather, they are plowing through their favorite renditions of paella, ranging from vegetable to seafood with chicken and chorizo. The paella Valenciana also adds clams, mussels, and lobster claws. Prices are low, portions are large, and lively crowds are always happy. Dishes are made to order, so if that arroz con pollo takes 30 minutes to get to your table, know that it will be worthy of the wait. It arrives as a massive amount of saffron-tinged rice and tender bone-in chicken dotted with green onions, pepper strips, chorizo, peas, and lots of garlic. Come dessert, you cannot go wrong with the flan."
